uniqueid,country,year,location_type,cellphone_access,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type,household_size,age_of_respondent,bank_account
uniqueid_6046,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,7,34,0
uniqueid_6047,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,6,51,0
uniqueid_6048,Rwanda,2016,Rural,Yes,Male,Head of Household,Single/Never Married,Primary education,Farming and Fishing,1,33,1
uniqueid_6049,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,8,65,0
uniqueid_6050,Rwanda,2016,Rural,Yes,Male,Head of Household,Widowed,Primary education,Informally employed,5,52,0
uniqueid_6051,Rwanda,2016,Rural,Yes,Female,Head of Household,Widowed,No formal education,Farming and Fishing,1,70,0
uniqueid_6052,Rwanda,2016,Rural,Yes,Female,Child,Single/Never Married,Secondary education,Farming and Fishing,7,22,0
uniqueid_6053,Rwanda,2016,Urban,Yes,Female,Head of Household,Single/Never Married,Secondary education,Informally employed,1,25,0
uniqueid_6054,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Informally employed,5,59,0
uniqueid_6055,Rwanda,2016,Urban,Yes,Male,Head of Household,Married/Living together,Primary education,Other Income,3,82,1
uniqueid_6056,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,6,58,0
uniqueid_6057,Rwanda,2016,Urban,No,Female,Child,Single/Never Married,Primary education,Remittance Dependent,5,16,0
uniqueid_6058,Rwanda,2016,Urban,Yes,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,5,30,0
uniqueid_6059,Rwanda,2016,Rural,No,Female,Head of Household,Married/Living together,Primary education,Farming and Fishing,1,74,0
uniqueid_6060,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Informally employed,6,45,0
uniqueid_6061,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Secondary education,Informally employed,2,45,0
uniqueid_6062,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,9,63,0
uniqueid_6063,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,3,63,1
uniqueid_6064,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing,2,43,0
uniqueid_6065,Rwanda,2016,Urban,Yes,Female,Spouse,Married/Living together,Secondary education,Informally employed,4,28,1
uniqueid_6066,Rwanda,2016,Rural,No,Female,Head of Household,Single/Never Married,Primary education,Informally employed,2,25,0
uniqueid_6067,Rwanda,2016,Rural,Yes,Female,Head of Household,Divorced/Seperated,Primary education,Farming and Fishing,6,52,0
uniqueid_6068,Rwanda,2016,Rural,Yes,Male,Child,Single/Never Married,Primary education,Farming and Fishing,7,16,0
uniqueid_6069,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,6,50,0
uniqueid_6070,Rwanda,2016,Rural,Yes,Male,Head of Household,Single/Never Married,Primary education,Informally employed,1,53,0
uniqueid_6071,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,No formal education,Informally employed,3,25,0
uniqueid_6072,Rwanda,2016,Rural,Yes,Female,Head of Household,Widowed,No formal education,Farming and Fishing,4,62,0
uniqueid_6073,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Self employed,5,25,0
uniqueid_6074,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,No formal education,Self employed,7,40,1
uniqueid_6075,Rwanda,2016,Rural,Yes,Female,Head of Household,Widowed,Primary education,Farming and Fishing,1,53,0
uniqueid_6076,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,3,28,0
uniqueid_6077,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Informally employed,7,38,0
uniqueid_6078,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Secondary education,Informally employed,5,40,0
uniqueid_6079,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Secondary education,Informally employed,2,65,1
uniqueid_6080,Rwanda,2016,Rural,No,Female,Head of Household,Widowed,No formal education,Informally employed,3,46,0
uniqueid_6081,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,6,35,0
uniqueid_6082,Rwanda,2016,Urban,Yes,Male,Parent,Single/Never Married,Secondary education,Formally employed Private,4,18,0
uniqueid_6083,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,5,31,0
uniqueid_6084,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Tertiary education,Informally employed,5,34,1
uniqueid_6085,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,5,32,0
uniqueid_6086,Rwanda,2016,Rural,Yes,Male,Child,Single/Never Married,Primary education,Self employed,4,16,0
uniqueid_6087,Rwanda,2016,Rural,Yes,Female,Head of Household,Widowed,No formal education,Remittance Dependent,4,75,0
uniqueid_6088,Rwanda,2016,Rural,Yes,Male,Other non-relatives,Single/Never Married,Primary education,Informally employed,4,30,0
uniqueid_6089,Rwanda,2016,Urban,Yes,Female,Spouse,Married/Living together,Secondary education,Remittance Dependent,4,37,0
uniqueid_6090,Rwanda,2016,Rural,Yes,Female,Head of Household,Divorced/Seperated,Primary education,Remittance Dependent,3,62,0
uniqueid_6091,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Informally employed,4,52,0
uniqueid_6092,Rwanda,2016,Rural,Yes,Female,Other non-relatives,Single/Never Married,No formal education,Informally employed,4,30,0
uniqueid_6093,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,5,32,0
uniqueid_6094,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,No formal education,Informally employed,6,30,0
uniqueid_6095,Rwanda,2016,Rural,Yes,Male,Child,Single/Never Married,Secondary education,Dont Know/Refuse to answer,4,19,0
uniqueid_6096,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,5,32,0
uniqueid_6097,Rwanda,2016,Rural,No,Female,Spouse,Married/Living together,No formal education,Informally employed,5,62,0
uniqueid_6098,Rwanda,2016,Urban,Yes,Female,Parent,Single/Never Married,Tertiary education,Formally employed Private,3,24,1
uniqueid_6099,Rwanda,2016,Rural,No,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,3,23,0
uniqueid_6100,Rwanda,2016,Urban,Yes,Female,Head of Household,Widowed,Primary education,Remittance Dependent,4,40,0
uniqueid_6101,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,No formal education,Informally employed,4,27,0
uniqueid_6102,Rwanda,2016,Urban,Yes,Female,Spouse,Married/Living together,Secondary education,Informally employed,5,23,0
uniqueid_6103,Rwanda,2016,Rural,No,Male,Head of Household,Married/Living together,No formal education,Other Income,6,51,0
uniqueid_6104,Rwanda,2016,Rural,No,Male,Parent,Single/Never Married,Primary education,Farming and Fishing,10,17,0
uniqueid_6105,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Informally employed,4,29,0
uniqueid_6106,Rwanda,2016,Rural,No,Female,Head of Household,Married/Living together,Primary education,Informally employed,5,37,0
uniqueid_6107,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,6,66,0
uniqueid_6108,Rwanda,2016,Rural,Yes,Female,Child,Single/Never Married,Secondary education,Remittance Dependent,4,17,0
uniqueid_6109,Rwanda,2016,Rural,Yes,Male,Child,Single/Never Married,Primary education,Farming and Fishing,7,20,0
uniqueid_6110,Rwanda,2016,Rural,Yes,Female,Child,Single/Never Married,Secondary education,Remittance Dependent,8,24,0
uniqueid_6111,Rwanda,2016,Rural,Yes,Female,Child,Single/Never Married,Secondary education,Remittance Dependent,7,20,0
uniqueid_6112,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Informally employed,7,29,0
uniqueid_6113,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Self employed,3,25,0
uniqueid_6114,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,4,25,0
uniqueid_6115,Rwanda,2016,Urban,Yes,Male,Head of Household,Married/Living together,No formal education,Other Income,4,33,0
uniqueid_6116,Rwanda,2016,Rural,No,Female,Spouse,Married/Living together,No formal education,Other Income,3,64,0
uniqueid_6117,Rwanda,2016,Rural,Yes,Female,Other relative,Single/Never Married,Secondary education,Remittance Dependent,4,16,0
uniqueid_6118,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,5,35,0
uniqueid_6119,Rwanda,2016,Rural,Yes,Female,Child,Single/Never Married,Primary education,Informally employed,3,21,0
uniqueid_6120,Rwanda,2016,Rural,Yes,Female,Parent,Single/Never Married,Secondary education,Remittance Dependent,3,17,0
uniqueid_6121,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Secondary education,Informally employed,3,24,0
uniqueid_6122,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing,3,29,0
uniqueid_6123,Rwanda,2016,Rural,Yes,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed,4,54,0
uniqueid_6124,Rwanda,2016,Rural,Yes,Male,Head of Household,Single/Never Married,Primary education,Farming and Fishing,3,22,0
uniqueid_6125,Rwanda,2016,Rural,Yes,Female,Head of Household,Widowed,Primary education,Informally employed,3,49,0
uniqueid_6126,Rwanda,2016,Rural,Yes,Female,Head of Household,Married/Living together,Primary education,Informally employed,3,54,0
uniqueid_6127,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,8,37,0
uniqueid_6128,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,No formal education,Informally employed,2,53,0
uniqueid_6129,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Secondary education,Remittance Dependent,3,25,1
uniqueid_6130,Rwanda,2016,Rural,Yes,Female,Head of Household,Widowed,No formal education,Remittance Dependent,2,71,0
uniqueid_6131,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing,7,37,0
uniqueid_6132,Rwanda,2016,Rural,Yes,Female,Head of Household,Widowed,Primary education,Farming and Fishing,1,54,0
uniqueid_6133,Rwanda,2016,Rural,No,Female,Spouse,Married/Living together,No formal education,Informally employed,3,48,0
uniqueid_6134,Rwanda,2016,Rural,No,Female,Spouse,Married/Living together,Primary education,Informally employed,4,37,0
uniqueid_6135,Rwanda,2016,Urban,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,4,33,0
uniqueid_6136,Rwanda,2016,Rural,Yes,Female,Child,Single/Never Married,Primary education,Farming and Fishing,5,17,0
uniqueid_6137,Rwanda,2016,Urban,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,8,29,1
uniqueid_6138,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing,4,44,1
uniqueid_6139,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing,4,33,0
uniqueid_6140,Rwanda,2016,Rural,No,Male,Head of Household,Married/Living together,Primary education,Other Income,4,58,0
uniqueid_6141,Rwanda,2016,Urban,Yes,Female,Head of Household,Widowed,No formal education,Other Income,2,73,0
uniqueid_6142,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Informally employed,3,28,0
uniqueid_6143,Rwanda,2016,Rural,No,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,5,29,0
uniqueid_6144,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Secondary education,Self employed,6,51,0
uniqueid_6145,Rwanda,2016,Rural,Yes,Male,Child,Single/Never Married,Primary education,Farming and Fishing,4,19,0
uniqueid_6146,Rwanda,2016,Rural,Yes,Female,Head of Household,Widowed,No formal education,Government Dependent,3,54,0
uniqueid_6147,Rwanda,2016,Rural,Yes,Male,Child,Single/Never Married,Primary education,Farming and Fishing,8,18,0
uniqueid_6148,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,4,60,0
uniqueid_6149,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,No formal education,Informally employed,6,35,0
uniqueid_6150,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,5,30,0
uniqueid_6151,Rwanda,2016,Rural,Yes,Male,Child,Single/Never Married,Primary education,Remittance Dependent,3,19,0
uniqueid_6152,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,2,28,0
uniqueid_6153,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,4,29,0
uniqueid_6154,Rwanda,2016,Rural,Yes,Male,Child,Single/Never Married,Secondary education,Remittance Dependent,2,25,1
uniqueid_6155,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Tertiary education,Formally employed Government,6,50,1
uniqueid_6156,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Formally employed Private,4,33,1
uniqueid_6157,Rwanda,2016,Rural,Yes,Male,Child,Single/Never Married,Primary education,Informally employed,8,19,0
uniqueid_6158,Rwanda,2016,Rural,Yes,Female,Head of Household,Single/Never Married,Primary education,Remittance Dependent,2,30,0
uniqueid_6159,Rwanda,2016,Rural,Yes,Female,Head of Household,Widowed,No formal education,Farming and Fishing,8,41,0
uniqueid_6160,Rwanda,2016,Rural,No,Female,Spouse,Married/Living together,No formal education,Informally employed,3,50,0
uniqueid_6161,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,7,40,0
uniqueid_6162,Rwanda,2016,Rural,Yes,Female,Head of Household,Widowed,No formal education,Government Dependent,2,89,0
uniqueid_6163,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Informally employed,3,30,0
uniqueid_6164,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,5,40,0
uniqueid_6165,Rwanda,2016,Rural,No,Female,Child,Single/Never Married,Secondary education,Remittance Dependent,7,17,0
uniqueid_6166,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,3,23,0
uniqueid_6167,Rwanda,2016,Urban,Yes,Male,Head of Household,Married/Living together,Primary education,Informally employed,6,32,0
uniqueid_6168,Rwanda,2016,Urban,Yes,Female,Head of Household,Divorced/Seperated,Secondary education,Formally employed Government,4,31,0
uniqueid_6169,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,4,72,0
uniqueid_6170,Rwanda,2016,Rural,Yes,Female,Child,Single/Never Married,Primary education,Farming and Fishing,2,25,0
uniqueid_6171,Rwanda,2016,Rural,Yes,Female,Child,Single/Never Married,Primary education,Remittance Dependent,3,16,0
uniqueid_6172,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Secondary education,Self employed,8,45,0
uniqueid_6173,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,No formal education,Informally employed,5,52,0
uniqueid_6174,Rwanda,2016,Rural,Yes,Female,Child,Single/Never Married,Primary education,Farming and Fishing,6,39,0
uniqueid_6175,Rwanda,2016,Urban,Yes,Male,Head of Household,Married/Living together,Primary education,Informally employed,4,37,0
uniqueid_6176,Rwanda,2016,Rural,No,Female,Head of Household,Widowed,Primary education,Farming and Fishing,7,67,0
uniqueid_6177,Rwanda,2016,Rural,No,Male,Head of Household,Married/Living together,Primary education,Informally employed,7,43,0
uniqueid_6178,Rwanda,2016,Urban,Yes,Female,Child,Single/Never Married,Secondary education,Informally employed,7,17,1
uniqueid_6179,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Secondary education,Informally employed,4,29,1
uniqueid_6180,Rwanda,2016,Rural,Yes,Male,Child,Single/Never Married,Secondary education,Government Dependent,3,20,0
uniqueid_6181,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Informally employed,3,20,0
uniqueid_6182,Rwanda,2016,Rural,Yes,Male,Spouse,Married/Living together,No formal education,Informally employed,2,65,0
